r_precision,ndcg,clicks,rr,recall
0.94,0.8680943148323125,0,0.3333333333333333,0.98
0.04,0.5573507410765163,1,0.08333333333333333,0.98
0.38,0.716093377883355,0,1.0,0.98
0.04,0.47097215953695926,2,0.037037037037037035,1.0
0.16,0.5685947069743812,1,0.09090909090909091,1.0
0.28,0.6506012841011574,0,0.3333333333333333,1.0
0.22,0.7098759909522318,0,1.0,0.98
0.14,0.6187442143503861,0,0.3333333333333333,1.0
0.06,0.5208581181203907,0,0.3333333333333333,1.0
0.04,0.5127866387444099,0,0.2,1.0
0.22,0.7181775068018815,0,0.5,1.0
0.66,0.93856039291956,0,1.0,1.0
0.12,0.47655518952416226,1,0.07692307692307693,0.98
0.08,0.4522818381051239,2,0.047619047619047616,0.88
0.16,0.6320464085334965,0,1.0,0.98
0.76,0.7428380794066005,0,0.1,1.0
0.44,0.85157568248218,0,1.0,0.98
0.12,0.5753574584733389,0,0.1111111111111111,1.0
0.06,0.6569434633142506,0,1.0,0.98
0.18,0.5231389075025011,0,0.14285714285714285,0.78
0.23529411764705882,0.5919603686008821,0,0.3333333333333333,0.9803921568627451
0.5294117647058824,0.9528679587940011,0,1.0,1.0
0.058823529411764705,0.49823585041040297,2,0.037037037037037035,0.9019607843137255
0.37254901960784315,0.8026661917465183,0,1.0,1.0
0.23529411764705882,0.6675426803112476,0,0.5,1.0
0.8627450980392157,0.9090154577871439,0,1.0,1.0
0.09803921568627451,0.5718507191355708,2,0.037037037037037035,1.0
0.29411764705882354,0.6363798347576681,0,0.3333333333333333,0.9803921568627451
0.1568627450980392,0.6127659875445814,0,1.0,0.9803921568627451
0.058823529411764705,0.46041467383520085,0,0.2,1.0
0.45098039215686275,0.705681116091643,0,1.0,1.0
0.3137254901960784,0.6523482088597032,0,0.14285714285714285,1.0
0.2549019607843137,0.6422591413905016,0,1.0,0.9607843137254902
0.17647058823529413,0.6149648335389463,0,0.25,1.0
0.13725490196078433,0.5291321222863483,0,0.2,0.7843137254901961
0.9607843137254902,0.999203796040397,0,1.0,1.0
0.37254901960784315,0.7387369674810063,0,0.5,0.9607843137254902
0.2549019607843137,0.590974021362055,0,0.125,1.0
0.11764705882352941,0.6265821441650635,0,1.0,1.0
0.23529411764705882,0.6379719450441851,0,0.16666666666666666,1.0
0.038461538461538464,0.48985888868671107,1,0.05,1.0
0.21153846153846154,0.7448368543769411,0,1.0,0.9423076923076923
0.11538461538461539,0.6513794095436699,0,0.5,0.9807692307692307
0.4807692307692308,0.9477382736376008,0,1.0,0.9230769230769231
0.07692307692307693,0.45492003505519746,1,0.09090909090909091,0.8269230769230769
0.17307692307692307,0.544752582266719,0,0.16666666666666666,0.75
0.11538461538461539,0.5729836957737499,0,0.3333333333333333,1.0
0.6346153846153846,0.7050938564431478,1,0.09090909090909091,1.0
0.11538461538461539,0.5230428374743117,0,0.2,1.0
0.34615384615384615,0.683888820178565,0,0.25,1.0
0.25,0.6410452687247947,0,0.5,1.0
0.09615384615384616,0.49190649962699035,1,0.09090909090909091,1.0
0.1346153846153846,0.5764738163703688,0,0.3333333333333333,1.0
0.019230769230769232,0.5433815364660683,0,1.0,1.0
0.09433962264150944,0.5633402103305919,1,0.06666666666666667,1.0
0.9056603773584906,0.9243354083009809,0,1.0,1.0
0.37735849056603776,0.7262480860830478,0,0.5,0.9433962264150944
0.11320754716981132,0.7555256484166977,0,1.0,0.9811320754716981
0.09433962264150944,0.49800072195713363,0,0.2,0.7735849056603774
0.2641509433962264,0.6317794934836792,0,0.5,1.0
0.1509433962264151,0.6240821755839531,0,0.3333333333333333,1.0
0.2830188679245283,0.772940203289133,0,1.0,1.0
0.18867924528301888,0.5768666157805425,0,0.14285714285714285,1.0
0.39622641509433965,0.6826090273512495,0,0.25,0.9245283018867925
0.07547169811320754,0.5411768789523969,0,0.2,1.0
0.22641509433962265,0.6333874684560649,0,0.5,0.8113207547169812
0.20754716981132076,0.6986186250514433,0,1.0,0.9056603773584906
0.16981132075471697,0.5404958050505245,0,0.1111111111111111,0.9811320754716981
0.32075471698113206,0.6268498536016947,0,0.125,0.9622641509433962
0.11320754716981132,0.47602420763899217,0,0.2,0.5471698113207547
0.22641509433962265,0.5896886873027885,0,0.3333333333333333,1.0
0.32075471698113206,0.7355416909366583,0,1.0,1.0
0.1320754716981132,0.5037004919975246,0,0.1111111111111111,0.8301886792452831
0.11320754716981132,0.57482144184881,0,0.5,1.0
0.16981132075471697,0.6698755212170587,0,1.0,0.9811320754716981
0.16981132075471697,0.6832291208571654,0,1.0,1.0
0.3584905660377358,0.7226051768263113,0,1.0,0.9622641509433962
0.8301886792452831,0.8427671116084913,0,0.3333333333333333,1.0
0.2641509433962264,0.702250598909147,0,1.0,0.9811320754716981
0.1509433962264151,0.5974577148508198,0,0.5,1.0
0.24074074074074073,0.6093393729601387,0,0.3333333333333333,0.8703703703703703
0.16666666666666666,0.5642955624192689,0,0.125,1.0
0.3333333333333333,0.8121140843417498,0,1.0,1.0
0.12962962962962962,0.5616875945959389,0,0.3333333333333333,0.9814814814814815
0.9814814814814815,0.942652987927816,0,0.5,1.0
0.12962962962962962,0.5651021427611538,2,0.043478260869565216,1.0
0.2222222222222222,0.5942190081386135,0,0.25,0.9444444444444444
0.3148148148148148,0.6360346263033472,1,0.09090909090909091,1.0
0.4074074074074074,0.7748218792372473,0,1.0,1.0
0.2037037037037037,0.6233188993659499,0,0.125,1.0
0.2037037037037037,0.6775291547614094,0,1.0,1.0
0.2222222222222222,0.6533419769654297,0,0.3333333333333333,0.9444444444444444
0.9074074074074074,0.9043246890950792,0,1.0,1.0
0.037037037037037035,0.4237113314241992,1,0.058823529411764705,0.7592592592592593
0.24074074074074073,0.6117288084568762,1,0.058823529411764705,1.0
0.2777777777777778,0.7031560628968045,0,0.5,1.0
0.05555555555555555,0.5346988485521535,0,0.1111111111111111,1.0
0.14814814814814814,0.493688228558201,1,0.0625,0.8148148148148148
0.2727272727272727,0.71489836465401,0,1.0,1.0
0.3090909090909091,0.635131008020786,1,0.08333333333333333,1.0
0.21818181818181817,0.6947151540611854,0,1.0,1.0
0.3090909090909091,0.7065399198304275,0,0.5,1.0
0.34545454545454546,0.7571847226376774,0,1.0,0.9818181818181818
0.2727272727272727,0.6671477273706279,0,1.0,0.9818181818181818
0.09090909090909091,0.49839419717704336,0,0.14285714285714285,1.0
0.09090909090909091,0.5529324959894814,0,0.2,0.9636363636363636
0.07272727272727272,0.5322513179617089,0,0.16666666666666666,0.9818181818181818
0.2727272727272727,0.7394574301417549,0,1.0,0.9272727272727272
0.2909090909090909,0.7890277038827865,0,1.0,0.9272727272727272
0.38181818181818183,0.6188391317415022,0,0.16666666666666666,0.8363636363636363
0.23636363636363636,0.617608596708694,0,0.16666666666666666,1.0
0.03636363636363636,0.4736886615014247,2,0.03333333333333333,1.0
0.09090909090909091,0.5282418428742773,0,0.3333333333333333,0.9818181818181818
0.2909090909090909,0.6535085689285617,0,0.3333333333333333,0.9636363636363636
0.36363636363636365,0.6082108850412459,1,0.058823529411764705,1.0
0.23636363636363636,0.6090111891321931,0,0.3333333333333333,0.9636363636363636
0.14545454545454545,0.5114652626805419,0,0.16666666666666666,0.7090909090909091
0.5272727272727272,0.8784452104360144,0,1.0,1.0
0.2857142857142857,0.6798060664609501,0,0.5,0.9821428571428571
0.7678571428571429,0.9060629572366269,0,1.0,0.9642857142857143
0.16071428571428573,0.5411638667627707,1,0.08333333333333333,1.0
0.05357142857142857,0.5396542719334754,1,0.07142857142857142,1.0
0.17857142857142858,0.6184885311222024,0,0.5,0.9642857142857143
0.23214285714285715,0.6109102217119483,2,0.038461538461538464,0.9821428571428571
0.017857142857142856,0.471803845855189,4,0.02127659574468085,1.0
0.14285714285714285,0.5748400208499181,0,0.14285714285714285,0.9821428571428571
0.9464285714285714,0.992413263189617,0,1.0,1.0
0.17857142857142858,0.6333969046794452,0,1.0,0.5892857142857143
0.125,0.5247284498744612,1,0.07142857142857142,1.0
0.10526315789473684,0.619538703854826,0,0.25,0.9649122807017544
0.19298245614035087,0.6502004324850997,0,1.0,0.7543859649122807
0.12280701754385964,0.6913941977064442,0,1.0,1.0
0.14035087719298245,0.5354389335129569,0,1.0,0.7017543859649122
0.07017543859649122,0.5145661759461023,3,0.025,1.0
0.9649122807017544,1.0000000000000002,0,1.0,0.9649122807017544
0.017543859649122806,0.4884804817664384,5,0.0196078431372549,1.0
0.6842105263157895,0.7844847698264389,0,1.0,1.0
0.2982456140350877,0.7009739808918182,0,1.0,0.8771929824561403
0.21052631578947367,0.7206929739724427,0,0.5,1.0
0.49122807017543857,0.9057302793297907,0,1.0,0.9824561403508771
0.5789473684210527,0.6972853495162983,1,0.06666666666666667,1.0
0.3157894736842105,0.6878776220955807,0,1.0,1.0
0.21052631578947367,0.5820987454244928,0,0.16666666666666666,1.0
0.24561403508771928,0.7267959614885079,0,1.0,1.0
0.25862068965517243,0.5954557333360241,0,0.1,0.8793103448275862
0.15517241379310345,0.6036100363920217,4,0.022222222222222223,0.9827586206896551
0.0,0.309409544351981,14,0.006666666666666667,0.41379310344827586
0.3275862068965517,0.7657402711314976,0,1.0,0.9482758620689655
0.8793103448275862,0.9240463670931999,0,1.0,1.0
0.05172413793103448,0.4956983571376712,0,0.5,0.4482758620689655
0.1724137931034483,0.6535272564425582,0,1.0,1.0
0.08620689655172414,0.5751385985424361,0,1.0,1.0
0.08620689655172414,0.5133914936242471,3,0.029411764705882353,1.0
0.034482758620689655,0.4973639198959817,0,0.16666666666666666,0.9482758620689655
0.27586206896551724,0.6484186157880432,0,0.5,0.7931034482758621
0.08620689655172414,0.5889597094452894,0,0.5,1.0
0.10344827586206896,0.6018369751690499,0,1.0,0.9827586206896551
0.05172413793103448,0.36943855047986796,2,0.043478260869565216,0.43103448275862066
0.1864406779661017,0.5717435831082179,0,0.5,0.9830508474576272
0.01694915254237288,0.5422716696429214,0,1.0,0.9661016949152542
0.03389830508474576,0.39955447640676117,4,0.02040816326530612,0.5254237288135594
0.11864406779661017,0.5672815568337947,0,0.3333333333333333,1.0
0.4576271186440678,0.8391974753513757,0,1.0,1.0
0.2542372881355932,0.6230593633774982,0,0.3333333333333333,0.8813559322033898
0.2542372881355932,0.6618327339970058,0,0.3333333333333333,0.9491525423728814
0.11864406779661017,0.6096664258329769,0,1.0,1.0
0.3389830508474576,0.7759636918353463,0,1.0,1.0
0.2542372881355932,0.703401089413082,0,1.0,0.7457627118644068
0.0,0.4780022375714474,18,0.005494505494505495,1.0
0.1694915254237288,0.6872896240638261,0,0.5,1.0
0.1694915254237288,0.587443755529419,0,0.16666666666666666,0.9830508474576272
0.16666666666666666,0.6231946912098574,0,1.0,0.7
0.15,0.5620201934383932,0,0.16666666666666666,0.9666666666666667
0.03333333333333333,0.5493662066132448,0,0.5,1.0
0.43333333333333335,0.8463041111553873,0,1.0,1.0
0.31666666666666665,0.6772015109822347,0,0.3333333333333333,0.9833333333333333
0.45,0.7360467722711392,0,0.5,1.0
0.3,0.6565250958265194,0,0.3333333333333333,0.95
0.1,0.5468038537934838,0,0.2,1.0
0.16666666666666666,0.6247443489955463,0,0.5,1.0
0.05,0.4518516031484672,2,0.038461538461538464,0.8
0.13333333333333333,0.5402285796257909,1,0.07692307692307693,0.95
0.05,0.47853945282546884,1,0.058823529411764705,1.0
0.36666666666666664,0.7252213256218288,0,1.0,1.0
0.9508196721311475,0.9781578990380323,0,1.0,0.9672131147540983
0.45901639344262296,0.822915442305613,0,1.0,1.0
0.04918032786885246,0.5124498745284538,0,0.25,1.0
0.11475409836065574,0.5902180206142182,0,0.3333333333333333,1.0
0.8852459016393442,0.9564766889979693,0,1.0,1.0
0.09836065573770492,0.5434408276299254,1,0.07142857142857142,1.0
0.08196721311475409,0.5696164959336931,0,0.25,0.9836065573770492
0.21311475409836064,0.727919167150731,0,0.5,1.0
0.2459016393442623,0.601905862203587,0,0.3333333333333333,0.7704918032786885
0.14754098360655737,0.5702166336743213,1,0.08333333333333333,1.0
0.26229508196721313,0.6162531233210732,1,0.07692307692307693,1.0
0.03278688524590164,0.5213081729970326,0,0.14285714285714285,1.0
0.11475409836065574,0.46190135505310775,0,0.16666666666666666,0.3770491803278688
0.0,0.5249686243704762,9,0.010101010101010102,0.9836065573770492
0.11475409836065574,0.5707187110733437,0,0.1,1.0
0.3770491803278688,0.7672310135295205,0,1.0,1.0
0.41935483870967744,0.8363312098938783,0,1.0,0.9193548387096774
0.3548387096774194,0.845710400862308,0,1.0,0.9838709677419355
0.1935483870967742,0.7555956490540124,0,1.0,0.9354838709677419
0.11290322580645161,0.5675155977588384,0,0.16666666666666666,0.9516129032258065
0.0,0.4926571673056639,10,0.009615384615384616,1.0
0.03225806451612903,0.4962388569437804,3,0.02564102564102564,1.0
0.0,0.5638266532583174,8,0.012195121951219513,1.0
0.0,0.5169747697232098,7,0.012987012987012988,1.0
1.0,1.0,0,1.0,1.0
0.3548387096774194,0.7636762620358435,0,1.0,1.0
0.2903225806451613,0.7183083619730043,0,1.0,1.0
0.4032258064516129,0.783477589984441,0,0.5,0.967741935483871
0.11290322580645161,0.5463476502412664,0,0.1,1.0
0.22580645161290322,0.6188678043010286,0,0.3333333333333333,0.9354838709677419
0.1774193548387097,0.5699929102961517,1,0.09090909090909091,0.9838709677419355
0.22580645161290322,0.5729516176100572,0,0.14285714285714285,0.8709677419354839
0.1746031746031746,0.6815128932944515,0,1.0,0.9682539682539683
0.20634920634920634,0.5989139674055148,0,0.2,1.0
0.15873015873015872,0.6078644956830825,1,0.07142857142857142,1.0
0.2222222222222222,0.6642788825446188,0,1.0,0.8412698412698413
0.14285714285714285,0.5520113267409164,1,0.058823529411764705,1.0
0.1746031746031746,0.7297406962905287,0,1.0,1.0
0.0,0.5757931472310115,8,0.011904761904761904,1.0
1.0,1.0,0,1.0,1.0
0.23809523809523808,0.6713315662303649,0,0.3333333333333333,0.9047619047619048
0.047619047619047616,0.5086721203701607,0,0.2,1.0
0.1111111111111111,0.5508048690160409,0,0.16666666666666666,1.0
0.3492063492063492,0.752682267517725,0,1.0,0.9841269841269841
0.07936507936507936,0.5525899133492944,1,0.08333333333333333,1.0
0.14285714285714285,0.5760177046326446,0,0.2,1.0
0.171875,0.6985074324555699,0,0.5,0.96875
0.109375,0.5722778498742069,0,0.14285714285714285,1.0
0.125,0.596578033803257,0,0.2,1.0
0.234375,0.6268924814723701,0,0.25,1.0
0.921875,0.8873724731570485,0,0.5,1.0
0.21875,0.7329346978693596,0,1.0,1.0
0.1875,0.6848631330443825,0,1.0,1.0
0.515625,0.8389423809722653,0,1.0,1.0
0.25,0.6484591772479126,0,0.1,0.96875
0.109375,0.5273079924458222,1,0.06666666666666667,1.0
0.25,0.7041594003093775,0,0.5,1.0
0.078125,0.5510091229632119,0,0.5,0.796875
0.109375,0.5273705025813464,0,0.3333333333333333,0.75
0.390625,0.6404162058061419,0,0.25,0.90625
0.046875,0.5900079668189867,5,0.018518518518518517,1.0
0.0,0.0,50,0,0.0
0.046875,0.5335013210174088,0,0.25,1.0
0.3384615384615385,0.7509918630976752,0,0.5,0.8461538461538461
0.2,0.5797733697101349,1,0.08333333333333333,0.9384615384615385
0.2,0.6254411728038031,0,0.25,1.0
0.2,0.6286261511907741,0,0.5,1.0
0.2923076923076923,0.6461148883902823,0,1.0,1.0
0.4153846153846154,0.7928982962264168,0,0.5,1.0
0.2153846153846154,0.6456913551276077,0,0.2,1.0
0.12307692307692308,0.634517383650346,0,1.0,1.0
0.4,0.831404396834055,0,1.0,0.9846153846153847
0.15384615384615385,0.5114109045834451,0,0.1111111111111111,0.8153846153846154
0.015384615384615385,0.5463371052798301,6,0.015873015873015872,1.0
0.13846153846153847,0.6172299689555146,0,1.0,0.9846153846153847
0.07692307692307693,0.6605076000273858,0,1.0,1.0
0.2153846153846154,0.6389931061333934,0,0.3333333333333333,0.9538461538461539
0.3230769230769231,0.7666576776190152,0,1.0,1.0
0.7846153846153846,0.8833021649527664,0,1.0,1.0
0.15384615384615385,0.6114307275866201,0,0.1111111111111111,1.0
0.0,0.6044895495959907,6,0.015151515151515152,0.9846153846153847
0.1076923076923077,0.6389912159420368,0,1.0,0.9230769230769231
0.2,0.6100760261193421,0,0.3333333333333333,0.8923076923076924
0.2153846153846154,0.6781163572749555,0,1.0,1.0
0.13846153846153847,0.5218927633157715,0,0.16666666666666666,0.6307692307692307
0.4090909090909091,0.7119887697313821,0,0.3333333333333333,0.9090909090909091
0.3787878787878788,0.7505293215433257,0,0.5,1.0
0.18181818181818182,0.594140235909784,0,1.0,0.9393939393939394
0.3181818181818182,0.7357899541480565,0,1.0,1.0
0.0,0.4211306841812354,19,0.0051813471502590676,0.8333333333333334
0.5454545454545454,0.6884996492783739,1,0.05,1.0
0.21212121212121213,0.5831247989195408,0,0.125,1.0
0.2727272727272727,0.6783314924346561,0,0.5,0.9090909090909091
0.803030303030303,0.9362521400624206,0,1.0,0.9848484848484849
0.21212121212121213,0.615003406733901,0,0.3333333333333333,0.9545454545454546
0.09090909090909091,0.5965653647773212,0,1.0,1.0
0.18181818181818182,0.5881941228852615,0,0.2,1.0
0.19402985074626866,0.642360913017443,0,1.0,0.9850746268656716
0.16417910447761194,0.5571549009608178,1,0.05263157894736842,0.9104477611940298
0.029850746268656716,0.6601434752321507,0,1.0,1.0
0.26865671641791045,0.6700603719247752,0,0.5,0.9552238805970149
0.2835820895522388,0.7231217255331178,0,0.5,1.0
0.3880597014925373,0.8438189300172876,0,1.0,1.0
0.08955223880597014,0.6145355543726819,4,0.023255813953488372,1.0
0.1044776119402985,0.6285621730606498,0,0.5,0.9402985074626866
0.22388059701492538,0.7031850511516884,0,1.0,0.9850746268656716
0.373134328358209,0.7331357524264158,0,0.5,1.0
0.014925373134328358,0.5635052225912829,2,0.03333333333333333,1.0
0.0,0.5373256984151176,8,0.011111111111111112,1.0
0.14925373134328357,0.5912625857603686,0,0.3333333333333333,1.0
0.3235294117647059,0.7269408829183642,0,1.0,1.0
0.23529411764705882,0.6297865569600002,0,0.3333333333333333,0.7205882352941176
0.19117647058823528,0.7297062604224595,0,1.0,0.9558823529411765
0.014705882352941176,0.5478832524834151,5,0.017543859649122806,1.0
0.3088235294117647,0.6376685983704493,1,0.06666666666666667,1.0
0.9852941176470589,0.9909555408454843,0,1.0,1.0
0.1323529411764706,0.5882321961803382,0,0.5,1.0
0.1323529411764706,0.6301314446642422,0,0.3333333333333333,1.0
0.0,0.49681089182294236,10,0.009345794392523364,1.0
0.6764705882352942,0.8781304744618982,0,1.0,1.0
0.8529411764705882,0.9113750976397491,0,1.0,1.0
0.3382352941176471,0.7255640321256691,0,0.5,1.0
0.5735294117647058,0.8320580290040971,0,1.0,1.0
0.7647058823529411,0.8744958200162521,0,1.0,0.9705882352941176
0.42028985507246375,0.77386976401771,0,0.5,1.0
0.2318840579710145,0.570729307609426,0,0.1,0.782608695652174
0.4057971014492754,0.8761778988116048,0,1.0,0.855072463768116
0.2028985507246377,0.6114482683950665,0,0.3333333333333333,1.0
0.2608695652173913,0.6766790386748743,0,1.0,0.8840579710144928
