R_Precision,DCG,IDCG,NDCG,Recommended_Songs_Clicks
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.019230769230769232,0.17629143438888212,1.0,0.17629143438888212,5
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.1111111111111111,0.3333333333333333,1.0,0.3333333333333333,0
0.008403361344537815,0.1781035935540111,1.0,0.1781035935540111,4
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
0.0,0.0,1.0,0.0,10
